,County,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated
226,MOGOTIO,"41,411","21,210","20,199",MOGOTIO,MOGOTIO,MOGOTIO,Total,Male,Female,MOGOTIO,Male,Female,"41,411","21,210","20,199","7,465","3,877","3,587","23,752","12,232","11,520","8,131","4,063","4,067","1,095",509,586,841,456,385,58,36,22,-,-,-,69,37,32,-,-,-,MOGOTIO,MOGOTIO,MOGOTIO,MOGOTIO,Male,Female,"72,874","37,248","35,624","4,191","2,213","1,978","37,051","18,805","18,245","16,475","8,525","7,950","5,048","2,335","2,713","2,081","1,181",900,52,34,18,-,-,-,"7,652","3,978","3,673",123,109,166,54,38,86
227,TIATY EAST,"12,368","6,714","5,654",TIATY EAST,TIATY EAST,TIATY EAST,Total,Male,Female,TIATY EAST,Male,Female,"12,368","6,714","5,654","2,900","1,506","1,394","7,000","3,727","3,273","1,861","1,104",757,291,177,114,162,115,47,95,51,44,-,-,-,59,34,25,-,-,-,TIATY EAST,TIATY EAST,TIATY EAST,TIATY EAST,Male,Female,"15,744","8,741","7,003","1,365",752,613,"7,730","4,102","3,628","2,231","1,424",807,751,486,265,310,223,87,95,51,44,-,-,-,"3,010","1,567","1,443",94,72,"1,328",42,44,393
228,LAIKIPIA,"184,613","94,751","89,858",LAIKIPIA,LAIKIPIA,LAIKIPIA,Total,Male,Female,LAIKIPIA,Male,Female,"184,613","94,751","89,858","34,072","17,510","16,560","102,094","52,306","49,787","39,207","20,082","19,124","3,868","1,879","1,989","4,848","2,693","2,155",172,70,102,5,3,2,347,208,139,-,-,-,LAIKIPIA,LAIKIPIA,LAIKIPIA,LAIKIPIA,Male,Female,"396,236","201,391","194,837","16,969","8,727","8,242","200,605","100,927","99,673","106,500","54,346","52,153","25,252","12,446","12,806","10,222","6,065","4,157",119,64,55,-,-,-,"34,848","17,882","16,964",713,615,229,221,172,96
229,LAIKIPIA CENTRAL,"34,143","17,659","16,484",LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,Total,Male,Female,LAIKIPIA CENTRAL,Male,Female,"34,143","17,659","16,484","5,689","2,958","2,731","18,542","9,601","8,941","8,263","4,281","3,982",884,422,462,650,339,311,17,6,11,-,-,-,98,52,46,-,-,-,LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,LAIKIPIA CENTRAL,Male,Female,"82,872","41,828","41,044","2,639","1,396","1,243","41,933","21,130","20,803","24,296","12,134","12,162","5,997","2,894","3,103","1,892","1,112",780,8,4,4,-,-,-,"5,782","3,001","2,781",107,122,238,50,46,78
230,LAIKIPIA EAST,"33,653","16,957","16,694",LAIKIPIA EAST,LAIKIPIA EAST,LAIKIPIA EAST,Total,Male,Female,LAIKIPIA EAST,Male,Female,"33,653","16,957","16,694","6,133","3,111","3,021","18,395","9,259","9,136","7,181","3,617","3,563","1,008",472,536,839,441,398,38,17,21,1,1,-,58,39,19,-,-,-,LAIKIPIA EAST,LAIKIPIA EAST,LAIKIPIA EAST,LAIKIPIA EAST,Male,Female,"81,439","41,595","39,839","2,728","1,417","1,311","37,031","18,492","18,535","24,895","13,132","11,763","7,244","3,529","3,715","2,915","1,656","1,259",31,16,15,-,-,-,"6,279","3,177","3,101",135,103,48,41,37,19
231,LAIKIPIA NORTH,"11,535","6,102","5,433",LAIKIPIA NORTH,LAIKIPIA NORTH,LAIKIPIA NORTH,Total,Male,Female,LAIKIPIA NORTH,Male,Female,"11,535","6,102","5,433","3,274","1,679","1,595","6,690","3,562","3,128","1,333",730,603,89,48,41,84,62,22,45,7,38,1,-,1,19,14,5,-,-,-,LAIKIPIA NORTH,LAIKIPIA NORTH,LAIKIPIA NORTH,LAIKIPIA NORTH,Male,Female,"16,261","8,901","7,360","1,034",540,494,"8,841","4,775","4,066","2,327","1,418",909,475,293,182,148,108,40,12,5,7,-,-,-,"3,357","1,714","1,643",34,14,414,14,5,130
232,LAIKIPIA WEST,"44,887","23,244","21,642",LAIKIPIA WEST,LAIKIPIA WEST,LAIKIPIA WEST,Total,Male,Female,LAIKIPIA WEST,Male,Female,"44,887","23,244","21,642","8,817","4,571","4,246","25,935","13,337","12,597","8,808","4,602","4,206",628,323,305,572,344,228,47,27,20,-,-,-,80,40,40,-,-,-,LAIKIPIA WEST,LAIKIPIA WEST,LAIKIPIA WEST,LAIKIPIA WEST,Male,Female,"85,629","44,371","41,257","4,679","2,433","2,246","47,688","24,291","23,396","19,098","10,090","9,008","3,294","1,778","1,516","1,190",757,433,44,25,19,-,-,-,"9,092","4,706","4,386",217,197,399,74,56,70
233,NYAHURURU,"60,395","30,789","29,605",NYAHURURU,NYAHURURU,NYAHURURU,Total,Male,Female,NYAHURURU,Male,Female,"60,395","30,789","29,605","10,159","5,191","4,967","32,532","16,547","15,985","13,622","6,852","6,770","1,259",614,645,"2,703","1,507","1,196",25,13,12,3,2,1,92,63,29,-,-,-,NYAHURURU,NYAHURURU,NYAHURURU,NYAHURURU,Male,Female,"130,035","64,696","65,337","5,889","2,941","2,948","65,112","32,239","32,873","35,884","17,572","18,311","8,242","3,952","4,290","4,077","2,432","1,645",24,14,10,-,-,-,"10,338","5,284","5,053",220,179,"4,494",42,28,"2,602"
234,NAKURU,"843,280","429,850","413,397",NAKURU,NAKURU,NAKURU,Total,Male,Female,NAKURU,Male,Female,"843,280","429,850","413,397","153,266","78,693","74,569","464,226","236,584","227,621","176,486","88,992","87,487","24,332","11,283","13,049","23,149","13,325","9,823",429,191,238,16,9,7,"1,376",773,603,-,-,-,NAKURU,NAKURU,NAKURU,NAKURU,Male,Female,"1,817,950","910,222","907,648","86,017","43,492","42,520","884,543","434,439","450,066","498,450","254,694","243,730","127,430","59,495","67,932","57,798","33,819","23,976",362,165,197,4,3,1,"156,250","80,224","76,022","2,467","2,027",451,"1,424","1,177",279
235,GILGIL,"72,508","37,668","34,837",GILGIL,GILGIL,GILGIL,Total,Male,Female,GILGIL,Male,Female,"72,508","37,668","34,837","12,383","6,369","6,014","38,274","19,634","18,639","18,029","9,682","8,345","2,060","1,031","1,029","1,609",874,735,37,15,22,1,1,-,115,62,53,-,-,-,GILGIL,GILGIL,GILGIL,GILGIL,Male,Female,"155,494","78,968","76,519","8,527","4,312","4,214","73,083","35,972","37,107","46,883","25,072","21,809","9,866","4,563","5,303","3,629","2,088","1,541",34,14,20,-,-,-,"12,742","6,555","6,187",236,215,206,156,123,128
236,KURESOI NORTH,"78,524","40,306","38,216",KURESOI NORTH,KURESOI NORTH,KURESOI NORTH,Total,Male,Female,KURESOI NORTH,Male,Female,"78,524","40,306","38,216","14,835","7,614","7,221","48,052","24,692","23,359","13,457","6,770","6,686","1,051",522,529,966,621,345,42,22,20,1,1,-,120,64,56,-,-,-,KURESOI NORTH,KURESOI NORTH,KURESOI NORTH,KURESOI NORTH,Male,Female,"144,244","72,651","71,590","8,526","4,360","4,165","86,318","42,230","44,088","28,112","14,803","13,307","4,250","2,272","1,978","1,549","1,011",538,44,22,22,-,-,-,"15,111","7,769","7,342",115,91,204,69,59,256
237,KURESOI SOUTH,"70,014","36,116","33,896",KURESOI SOUTH,KURESOI SOUTH,KURESOI SOUTH,Total,Male,Female,KURESOI SOUTH,Male,Female,"70,014","36,116","33,896","12,604","6,539","6,065","43,004","22,143","20,859","11,734","5,977","5,757","1,271",604,667,"1,245",769,476,39,20,19,-,-,-,117,64,53,-,-,-,KURESOI SOUTH,KURESOI SOUTH,KURESOI SOUTH,KURESOI SOUTH,Male,Female,"127,475","64,618","62,855","8,537","4,412","4,124","73,526","36,034","37,491","24,780","13,120","11,660","5,174","2,698","2,476","2,116","1,384",732,37,19,18,-,-,-,"12,845","6,671","6,174",129,75,258,151,105,240
238,MOLO,"65,127","33,330","31,795",MOLO,MOLO,MOLO,Total,Male,Female,MOLO,Male,Female,"65,127","33,330","31,795","11,434","5,777","5,656","37,005","19,150","17,854","13,988","6,975","7,013","1,288",595,693,"1,282",760,522,35,18,17,-,-,-,95,55,40,-,-,-,MOLO,MOLO,MOLO,MOLO,Male,Female,"132,470","66,760","65,705","6,204","3,196","3,008","72,276","35,878","36,397","33,617","17,144","16,470","5,792","2,861","2,931","2,458","1,516",942,32,18,14,-,-,-,"11,593","5,863","5,729",157,101,905,127,113,422
239,NAIVASHA,"122,184","61,761","60,415",NAIVASHA,NAIVASHA,NAIVASHA,Total,Male,Female,NAIVASHA,Male,Female,"122,184","61,761","60,415","23,165","11,880","11,285","65,447","32,758","32,683","26,881","13,692","13,187","3,989","1,882","2,107","2,467","1,420","1,047",43,19,24,-,-,-,192,110,82,-,-,-,NAIVASHA,NAIVASHA,NAIVASHA,NAIVASHA,Male,Female,"295,597","148,476","147,096","13,069","6,450","6,619","135,759","66,444","69,301","92,185","47,380","44,797","22,075","10,857","11,218","7,567","4,526","3,039",38,18,20,-,-,-,"23,577","12,080","11,497",500,405,547,221,200,334
240,NAKURU EAST,"67,868","33,656","34,210",NAKURU EAST,NAKURU EAST,NAKURU EAST,Total,Male,Female,NAKURU EAST,Male,Female,"67,868","33,656","34,210","11,838","5,993","5,845","32,780","16,300","16,479","15,161","7,472","7,689","3,976","1,705","2,271","3,926","2,085","1,840",24,9,15,10,4,6,153,88,65,-,-,-,NAKURU EAST,NAKURU EAST,NAKURU EAST,NAKURU EAST,Male,Female,"167,180","79,609","87,563","5,172","2,529","2,643","58,102","27,355","30,742","54,965","26,539","28,423","23,894","9,987","13,907","12,141","6,635","5,506",16,8,8,1,1,-,"12,008","6,076","5,932",302,245,517,177,157,238
241,NAKURU NORTH,"82,270","41,720","40,543",NAKURU NORTH,NAKURU NORTH,NAKURU NORTH,Total,Male,Female,NAKURU NORTH,Male,Female,"82,270","41,720","40,543","14,859","7,624","7,234","43,262","22,062","21,195","18,877","9,327","9,549","2,582","1,154","1,428","2,503","1,450","1,053",31,11,20,-,-,-,156,92,64,-,-,-,NAKURU NORTH,NAKURU NORTH,NAKURU NORTH,NAKURU NORTH,Male,Female,"186,999","91,722","95,263","7,721","3,856","3,865","85,673","41,885","43,781","54,608","26,600","28,002","16,184","7,108","9,076","6,898","4,084","2,814",27,9,18,1,-,1,"15,132","7,774","7,357",272,245,499,134,104,243
242,NAKURU WEST,"67,111","33,350","33,758",NAKURU WEST,NAKURU WEST,NAKURU WEST,Total,Male,Female,NAKURU WEST,Male,Female,"67,111","33,350","33,758","12,623","6,387","6,235","34,045","16,942","17,102","14,087","6,850","7,236","3,387","1,479","1,908","2,775","1,589","1,186",28,11,17,4,3,1,162,89,73,-,-,-,NAKURU WEST,NAKURU WEST,NAKURU WEST,NAKURU WEST,Male,Female,"167,901","85,621","82,272","5,734","2,869","2,864","65,448","32,572","32,874","58,613","30,866","27,745","16,856","7,940","8,914","7,593","4,423","3,170",18,8,10,-,-,-,"12,897","6,518","6,378",286,213,429,139,104,163
243,NJORO,"101,530","52,332","49,198",NJORO,NJORO,NJORO,Total,Male,Female,NJORO,Male,Female,"101,530","52,332","49,198","19,870","10,178","9,692","58,333","30,134","28,199","18,808","9,456","9,352","1,631",781,850,"2,735","1,705","1,030",60,28,32,-,-,-,93,50,43,-,-,-,NJORO,NJORO,NJORO,NJORO,Male,Female,"201,002","100,999","100,000","10,550","5,380","5,169","113,885","56,181","57,703","43,181","21,973","21,208","7,787","3,864","3,923","4,727","2,923","1,803",55,25,30,1,1,-,"20,224","10,352","9,872",211,218,313,89,74,230
244,RONGAI,"80,687","41,256","39,428",RONGAI,RONGAI,RONGAI,Total,Male,Female,RONGAI,Male,Female,"80,687","41,256","39,428","13,981","7,354","6,626","43,893","22,363","21,528","17,062","8,541","8,521","2,473","1,188","1,285","3,076","1,701","1,375",65,27,38,-,-,-,137,82,55,-,-,-,RONGAI,RONGAI,RONGAI,RONGAI,Male,Female,"167,895","84,779","83,112","7,833","3,994","3,839","79,932","39,976","39,954","44,562","22,600","21,962","12,673","5,863","6,809","8,006","4,515","3,491",36,12,24,-,-,-,"14,310","7,517","6,792",176,137,165,126,104,69
245,SUBUKIA,"35,457","18,355","17,101",SUBUKIA,SUBUKIA,SUBUKIA,Total,Male,Female,SUBUKIA,Male,Female,"35,457","18,355","17,101","5,674","2,978","2,696","20,131","10,406","9,724","8,402","4,250","4,152",624,342,282,565,351,214,25,11,14,-,-,-,36,17,19,-,-,-,SUBUKIA,SUBUKIA,SUBUKIA,SUBUKIA,Male,Female,"71,693","36,019","35,673","4,144","2,134","2,010","40,541","19,912","20,628","16,944","8,597","8,347","2,879","1,482","1,397","1,114",714,400,25,12,13,1,1,-,"5,811","3,049","2,762",83,82,"1,474",35,34,"1,473"
246,NAROK,"481,160","248,214","232,941",NAROK,NAROK,NAROK,Total,Male,Female,NAROK,Male,Female,"481,160","248,214","232,941","106,175","54,394","51,779","292,483","149,321","143,159","67,390","36,119","31,271","7,678","3,836","3,842","5,820","3,660","2,160",636,341,295,20,15,5,958,528,430,-,-,-,NAROK,NAROK,NAROK,NAROK,Male,Female,"750,610","385,487","365,113","63,320","31,766","31,554","411,482","205,132","206,347","122,446","67,546","54,897","29,664","15,820","13,843","11,918","7,811","4,106",629,338,291,-,-,-,"108,204","55,375","52,827",845,629,264,854,619,168
247,NAROK EAST,"46,371","23,840","22,531",NAROK EAST,NAROK EAST,NAROK EAST,Total,Male,Female,NAROK EAST,Male,Female,"46,371","23,840","22,531","10,058","5,187","4,871","28,756","14,624","14,132","6,303","3,327","2,976",625,315,310,385,266,119,35,14,21,-,-,-,209,107,102,-,-,-,NAROK EAST,NAROK EAST,NAROK EAST,NAROK EAST,Male,Female,"69,566","36,269","33,297","5,303","2,742","2,561","38,687","19,702","18,985","11,457","6,300","5,157","2,577","1,412","1,165",806,590,216,35,15,20,-,-,-,"10,269","5,280","4,989",139,125,490,89,79,489
248,NAROK NORTH,"99,145","50,396","48,746",NAROK NORTH,NAROK NORTH,NAROK NORTH,Total,Male,Female,NAROK NORTH,Male,Female,"99,145","50,396","48,746","20,999","10,633","10,364","58,816","29,718","29,097","14,657","7,591","7,066","2,240","1,061","1,179","2,110","1,205",905,92,52,40,19,15,4,212,121,91,-,-,-,NAROK NORTH,NAROK NORTH,NAROK NORTH,NAROK NORTH,Male,Female,"171,884","88,857","83,021","12,213","6,298","5,915","86,287","44,038","42,248","35,798","19,156","16,640","10,019","4,820","5,198","5,019","3,036","1,983",86,50,36,-,-,-,"21,483","10,877","10,604",290,200,183,292,197,176
249,NAROK SOUTH,"94,417","49,039","45,378",NAROK SOUTH,NAROK SOUTH,NAROK SOUTH,Total,Male,Female,NAROK SOUTH,Male,Female,"94,417","49,039","45,378","21,280","10,945","10,335","58,430","30,053","28,377","12,399","6,707","5,692","1,182",608,574,854,568,286,147,89,58,-,-,-,125,69,56,-,-,-,NAROK SOUTH,NAROK SOUTH,NAROK SOUTH,NAROK SOUTH,Male,Female,"142,614","73,278","69,335","13,040","6,545","6,495","81,432","40,488","40,944","20,026","11,322","8,703","4,402","2,421","1,981","1,518","1,036",482,148,89,59,-,-,-,"21,689","11,159","10,530",106,77,199,112,64,181
250,NAROK WEST,"73,667","39,063","34,604",NAROK WEST,NAROK WEST,NAROK WEST,Total,Male,Female,NAROK WEST,Male,Female,"73,667","39,063","34,604","17,273","8,918","8,355","44,879","23,533","21,346","9,500","5,398","4,102","1,002",551,451,773,531,242,79,42,37,-,-,-,161,90,71,-,-,-,NAROK WEST,NAROK WEST,NAROK WEST,NAROK WEST,Male,Female,"107,281","55,867","51,413","8,996","4,581","4,415","61,363","30,944","30,419","14,217","8,151","6,066","3,425","1,977","1,448","1,308",925,382,76,41,35,-,-,-,"17,516","9,025","8,491",117,82,99,106,75,100
251,TRANS MARA EAST,"56,624","29,303","27,320",TRANS MARA EAST,TRANS MARA EAST,TRANS MARA EAST,Total,Male,Female,TRANS MARA EAST,Male,Female,"56,624","29,303","27,320","10,964","5,686","5,278","35,611","18,153","17,457","8,301","4,460","3,841",859,441,418,663,450,213,141,67,74,1,-,1,84,46,38,-,-,-,TRANS MARA EAST,TRANS MARA EAST,TRANS MARA EAST,TRANS MARA EAST,Male,Female,"83,904","41,905","41,998","8,132","3,926","4,206","50,536","24,213","26,322","10,269","5,697","4,572","2,438","1,398","1,040",933,654,279,141,65,76,-,-,-,"11,256","5,828","5,428",62,37,239,62,38,359
252,TRANS MARA WEST,"110,934","56,572","54,361",TRANS MARA WEST,TRANS MARA WEST,TRANS MARA WEST,Total,Male,Female,TRANS MARA WEST,Male,Female,"110,934","56,572","54,361","25,601","13,025","12,576","65,991","33,240","32,750","16,229","8,635","7,594","1,770",860,910,"1,034",640,394,142,77,65,-,-,-,167,95,72,-,-,-,TRANS MARA WEST,TRANS MARA WEST,TRANS MARA WEST,TRANS MARA WEST,Male,Female,"175,329","89,283","86,045","15,636","7,674","7,962","93,176","45,746","47,429","30,657","16,901","13,756","6,796","3,785","3,011","2,332","1,569",763,143,78,65,-,-,-,"25,991","13,206","12,785",131,108,-,193,166,-
253,MAU FOREST,2,1,1,MAU FOREST,MAU FOREST,MAU FOREST,Total,Male,Female,MAU FOREST,Male,Female,2,1,1,-,-,-,-,-,-,1,1,-,0,0,0,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,MAU FOREST,MAU FOREST,MAU FOREST,MAU FOREST,Male,Female,32,28,4,-,-,-,1,1,-,22,19,3,7,7,-,2,1,1,-,-,-,-,-,-,-,-,-,-,-,"3,100",-,-,"2,818"
254,KAJIADO,"389,090","195,925","193,153",KAJIADO,KAJIADO,KAJIADO,Total,Male,Female,KAJIADO,Male,Female,"389,090","195,925","193,153","82,844","42,084","40,758","208,959","104,769","104,184","65,039","32,507","32,530","14,852","7,068","7,783","15,652","8,598","7,053",442,207,235,39,18,21,"1,262",673,589,1,1,-,KAJIADO,KAJIADO,KAJIADO,KAJIADO,Male,Female,"820,583","414,248","406,310","43,012","21,785","21,226","334,149","165,935","168,204","220,627","112,603","108,019","82,644","39,188","43,453","49,215","28,237","20,974",388,196,192,3,3,-,"84,627","43,030","41,595","1,712","1,388",922,"1,559","1,259","1,364"
255,ISINYA,"63,220","31,257","31,962",ISINYA,ISINYA,ISINYA,Total,Male,Female,ISINYA,Male,Female,"63,220","31,257","31,962","13,601","6,793","6,808","30,696","15,290","15,406","11,773","5,662","6,110","3,568","1,628","1,940","3,140","1,668","1,472",77,34,43,4,1,3,361,181,180,-,-,-,ISINYA,ISINYA,ISINYA,ISINYA,Male,Female,"175,419","87,444","87,970","5,195","2,697","2,498","59,988","29,316","30,670","59,076","29,583","29,491","22,265","10,373","11,892","12,693","7,297","5,395",72,30,42,-,-,-,"13,844","6,925","6,919",511,411,511,712,652,411
256,KAJIADO CENTRAL,"63,843","32,735","31,107",KAJIADO CENTRAL,KAJIADO CENTRAL,KAJIADO CENTRAL,Total,Male,Female,KAJIADO CENTRAL,Male,Female,"63,843","32,735","31,107","15,482","7,851","7,631","36,972","18,831","18,140","8,884","4,691","4,193","1,407",733,674,765,462,303,90,48,42,28,13,15,215,106,109,-,-,-,KAJIADO CENTRAL,KAJIADO CENTRAL,KAJIADO CENTRAL,KAJIADO CENTRAL,Male,Female,"100,957","52,946","48,010","6,878","3,482","3,396","47,364","24,336","23,027","20,819","11,475","9,344","6,635","3,515","3,120","2,409","1,497",912,70,45,25,3,3,-,"15,857","8,047","7,810",291,220,863,255,156,471
257,KAJIADO NORTH,"102,623","50,880","51,740",KAJIADO NORTH,KAJIADO NORTH,KAJIADO NORTH,Total,Male,Female,KAJIADO NORTH,Male,Female,"102,623","50,880","51,740","18,681","9,421","9,260","47,717","23,680","24,036","20,171","9,616","10,555","6,123","2,825","3,297","9,538","5,132","4,405",54,19,35,6,3,3,332,183,149,1,1,-,KAJIADO NORTH,KAJIADO NORTH,KAJIADO NORTH,KAJIADO NORTH,Male,Female,"269,219","131,968","137,240","8,799","4,353","4,446","91,039","43,615","47,420","84,137","41,548","42,588","37,049","16,617","20,429","27,823","15,501","12,319",42,20,22,-,-,-,"18,996","9,579","9,417",481,382,300,254,217,329
258,KAJIADO WEST,"64,855","33,179","31,673",KAJIADO WEST,KAJIADO WEST,KAJIADO WEST,Total,Male,Female,KAJIADO WEST,Male,Female,"64,855","33,179","31,673","15,035","7,726","7,309","36,458","18,421","18,034","10,049","5,249","4,800","1,851",916,935,"1,250",744,506,61,33,28,-,-,-,151,90,61,-,-,-,KAJIADO WEST,KAJIADO WEST,KAJIADO WEST,KAJIADO WEST,Male,Female,"110,635","57,365","53,266","7,853","4,030","3,822","50,465","25,685","24,778","24,631","13,121","11,509","8,038","4,016","4,022","3,624","2,220","1,404",51,28,23,-,-,-,"15,344","7,897","7,447",179,121,391,189,140,169
259,LOITOKITOK,"70,006","35,391","34,612",LOITOKITOK,LOITOKITOK,LOITOKITOK,Total,Male,Female,LOITOKITOK,Male,Female,"70,006","35,391","34,612","15,136","7,764","7,371","43,218","21,500","21,717","9,514","4,928","4,585","1,271",667,604,609,400,209,110,45,65,-,-,-,148,87,61,-,-,-,LOITOKITOK,LOITOKITOK,LOITOKITOK,LOITOKITOK,Male,Female,"117,737","60,277","57,457","10,656","5,346","5,310","63,372","31,740","31,631","20,510","10,870","9,639","5,377","2,918","2,459","1,626","1,090",536,105,46,59,-,-,-,"15,531","7,975","7,555",191,200,113,101,68,74
260,MASHUURU,"24,543","12,483","12,059",MASHUURU,MASHUURU,MASHUURU,Total,Male,Female,MASHUURU,Male,Female,"24,543","12,483","12,059","4,909","2,529","2,379","13,898","7,047","6,851","4,648","2,361","2,287",632,299,333,350,192,158,50,28,22,1,1,-,55,26,29,-,-,-,MASHUURU,MASHUURU,MASHUURU,MASHUURU,Male,Female,"46,616","24,248","22,367","3,631","1,877","1,754","21,921","11,243","10,678","11,454","6,006","5,448","3,280","1,749","1,531","1,040",632,408,48,27,21,-,-,-,"5,055","2,607","2,447",59,54,"1,318",48,26,897
261,KERICHO,"387,109","197,586","189,513",KERICHO,KERICHO,KERICHO,Total,Male,Female,KERICHO,Male,Female,"387,109","197,586","189,513","62,460","32,027","30,432","221,847","113,482","108,359","80,315","40,385","39,928","11,364","5,363","6,000","10,435","5,960","4,475",248,124,124,2,2,-,438,243,195,-,-,-,KERICHO,KERICHO,KERICHO,KERICHO,Male,Female,"761,280","383,958","377,298","40,246","20,448","19,796","407,704","199,521","208,167","174,656","91,483","83,168","50,155","25,335","24,820","22,045","13,001","9,044",243,125,118,-,-,-,"64,016","32,785","31,230",768,550,166,492,405,73
262,BELGUT,"60,638","30,818","29,820",BELGUT,BELGUT,BELGUT,Total,Male,Female,BELGUT,Male,Female,"60,638","30,818","29,820","8,431","4,300","4,131","34,423","17,531","16,892","13,603","6,826","6,777","2,053",983,"1,070","2,033","1,131",902,16,7,9,-,-,-,79,40,39,-,-,-,BELGUT,BELGUT,BELGUT,BELGUT,Male,Female,"126,487","63,851","62,636","6,282","3,236","3,046","65,717","31,981","33,736","31,872","16,849","15,023","9,543","4,864","4,679","4,225","2,405","1,820",17,9,8,-,-,-,"8,592","4,378","4,214",94,72,272,35,38,173
263,BURETI,"86,254","43,631","42,621",BURETI,BURETI,BURETI,Total,Male,Female,BURETI,Male,Female,"86,254","43,631","42,621","13,583","6,925","6,658","47,997","24,469","23,526","19,278","9,419","9,859","2,842","1,350","1,492","2,394","1,385","1,009",59,30,29,-,-,-,101,53,48,-,-,-,BURETI,BURETI,BURETI,BURETI,Male,Female,"170,168","84,965","85,199","8,587","4,358","4,228","88,030","42,733","45,294","42,381","21,589","20,792","11,651","5,914","5,737","5,121","3,016","2,105",61,30,31,-,-,-,"13,892","7,064","6,828",159,113,303,102,71,186
264,KERICHO EAST,"67,745","34,263","33,482",KERICHO EAST,KERICHO EAST,KERICHO EAST,Total,Male,Female,KERICHO EAST,Male,Female,"67,745","34,263","33,482","10,939","5,589","5,350","37,672","19,149","18,523","13,763","6,836","6,927","2,595","1,158","1,437","2,647","1,468","1,179",43,20,23,-,-,-,86,43,43,-,-,-,KERICHO EAST,KERICHO EAST,KERICHO EAST,KERICHO EAST,Male,Female,"144,922","73,884","71,032","5,676","2,933","2,743","72,506","36,155","36,346","36,280","19,155","17,124","12,322","5,914","6,408","6,435","3,732","2,703",39,19,20,-,-,-,"11,175","5,702","5,473",170,133,204,104,82,225
265,KIPKELION,"55,631","28,758","26,872",KIPKELION,KIPKELION,KIPKELION,Total,Male,Female,KIPKELION,Male,Female,"55,631","28,758","26,872","10,165","5,218","4,947","32,751","16,814","15,937","10,610","5,554","5,055","1,067",542,525,907,550,357,52,28,24,1,1,-,78,51,27,-,-,-,KIPKELION,KIPKELION,KIPKELION,KIPKELION,Male,Female,"99,231","50,186","49,042","6,545","3,258","3,287","56,936","27,866","29,068","18,734","9,971","8,762","4,284","2,308","1,976","1,671","1,102",569,50,28,22,-,-,-,"10,582","5,422","5,160",111,93,203,120,105,118
