currently_attending_title,currently_attending_County_Sub_County,currently_attending_Total_astrsk,currently_attending_Pre_Primary,currently_attending_Primary,currently_attending_Secondary,currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,currently_attending_University,currently_attending_Adult_Basic_Education,currently_attending_Madrasa_slash_Duksi,currently_attending_Dont_Know,currently_attending_Not_Stated,highest_edu_title,highest_edu_County_slash_Sub_County,highest_edu_Total_astrsk,highest_edu_Pre_Primary,highest_edu_Primary,highest_edu_Secondary,highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,highest_edu_University,highest_edu_Adult_Basic_Education,highest_edu_Madrasa_slash_Duksi,highest_edu_None,highest_edu_Dont_Know,highest_edu_Not_Stated
LAMU,Female,"24,278","5,081","14,943","3,499",309,186,21,197,42,-,LAMU,Female,"47,126","3,457","28,105","7,231","1,777",487,11,4,"5,450",548,56
LAMU EAST,LAMU EAST,"7,592","1,539","4,941",980,55,24,5,40,8,-,LAMU EAST,LAMU EAST,"15,810","1,394","9,202","2,444",501,109,4,4,"1,830",306,16
LAMU EAST,Male,"3,866",778,"2,486",518,29,18,4,27,6,-,LAMU EAST,Male,"8,629",715,"4,680","1,721",337,86,3,2,914,163,8
LAMU EAST,Female,"3,726",761,"2,455",462,26,6,1,13,2,-,LAMU EAST,Female,"7,181",679,"4,522",723,164,23,1,2,916,143,8
LAMU WEST,LAMU WEST,"42,657","8,931","25,570","6,620",564,439,40,421,72,-,LAMU WEST,LAMU WEST,"88,070","5,548","48,847","17,734","4,042","1,529",28,6,"9,388",836,112
LAMU WEST,Male,"22,103","4,611","13,080","3,583",281,259,20,237,32,-,LAMU WEST,Male,"48,122","2,770","25,261","11,226","2,429","1,065",18,4,"4,854",431,64
LAMU WEST,Female,"20,552","4,320","12,488","3,037",283,180,20,184,40,-,LAMU WEST,Female,"39,945","2,778","23,583","6,508","1,613",464,10,2,"4,534",405,48
TAITA/TAVETA,TAITA/TAVETA,"116,381","20,535","67,662","22,938","3,236","1,710",78,11,211,-,TAITA/TAVETA,TAITA/TAVETA,"283,179","14,129","155,653","65,470","20,051","5,341",49,3,"21,163","1,111",209
TAITA/TAVETA,Male,"59,272","10,439","34,682","11,327","1,677",989,35,8,115,-,TAITA/TAVETA,Male,"146,247","7,132","78,795","34,849","10,633","3,381",26,1,"10,732",591,107
TAITA/TAVETA,Female,"57,108","10,095","32,980","11,611","1,559",721,43,3,96,-,TAITA/TAVETA,Female,"136,927","6,997","76,855","30,620","9,418","1,960",23,2,"10,430",520,102
MWATATE,MWATATE,"28,635","4,949","16,398","6,121",716,393,18,1,39,-,MWATATE,MWATATE,"69,170","3,180","39,371","15,729","4,482","1,069",9,3,"5,075",216,36
MWATATE,Male,"14,632","2,507","8,425","3,051",385,230,9,1,24,-,MWATATE,Male,"35,947","1,634","19,960","8,525","2,475",649,6,1,"2,565",114,18
MWATATE,Female,"14,002","2,441","7,973","3,070",331,163,9,-,15,-,MWATATE,Female,"33,222","1,546","19,411","7,204","2,007",420,3,2,"2,509",102,18
TAITA,TAITA,"19,302","3,293","10,719","4,504",475,246,16,1,48,-,TAITA,TAITA,"48,089","1,781","26,088","12,173","3,463",848,7,-,"3,435",254,40
TAITA,Male,"9,800","1,642","5,560","2,174",252,143,6,-,23,-,TAITA,Male,"24,894",899,"13,289","6,456","1,858",541,4,-,"1,702",125,20
TAITA,Female,"9,502","1,651","5,159","2,330",223,103,10,1,25,-,TAITA,Female,"23,195",882,"12,799","5,717","1,605",307,3,-,"1,733",129,20
TAVETA,TAVETA,"31,879","5,677","19,728","5,352",716,350,20,5,31,-,TAVETA,TAVETA,"73,195","4,248","43,599","14,343","3,708","1,164",15,-,"5,839",225,54
TAVETA,Male,"16,342","2,890","10,234","2,653",343,192,9,4,17,-,TAVETA,Male,"38,171","2,159","22,427","7,769","1,925",766,5,-,"2,969",126,25
TAVETA,Female,"15,537","2,787","9,494","2,699",373,158,11,1,14,-,TAVETA,Female,"35,024","2,089","21,172","6,574","1,783",398,10,-,"2,870",99,29
VOI,VOI,"36,565","6,616","20,817","6,961","1,329",721,24,4,93,-,VOI,VOI,"92,725","4,920","46,595","23,225","8,398","2,260",18,-,"6,814",416,79
VOI,Male,"18,498","3,400","10,463","3,449",697,424,11,3,51,-,VOI,Male,"47,235","2,440","23,119","12,099","4,375","1,425",11,-,"3,496",226,44
VOI,Female,"18,067","3,216","10,354","3,512",632,297,13,1,42,-,VOI,Female,"45,486","2,480","23,473","11,125","4,023",835,7,-,"3,318",190,35
GARISSA,GARISSA,"132,990","13,112","71,214","27,998","3,469","1,840",685,"13,742",929,1,GARISSA,GARISSA,"165,797","8,850","80,185","35,556","6,915","3,292",633,108,"21,560","6,248","2,450"
GARISSA,Male,"77,489","6,758","40,569","18,172","2,202","1,338",409,"7,492",549,-,GARISSA,Male,"98,291","4,811","46,077","23,623","4,517","2,487",373,57,"11,370","3,484","1,492"
GARISSA,Female,"55,497","6,354","30,643","9,825","1,267",501,276,"6,250",380,1,GARISSA,Female,"67,501","4,039","34,106","11,931","2,398",804,260,51,"10,190","2,764",958
BALAMBALA,BALAMBALA,"2,740",313,"1,558",766,54,19,27,2,1,-,BALAMBALA,BALAMBALA,"3,535",135,"1,710","1,243",74,18,27,1,322,,5
BALAMBALA,Male,"1,692",171,939,512,37,11,20,1,1,-,BALAMBALA,Male,"2,391",74,"1,066",988,50,13,20,-,177,,3
BALAMBALA,Female,"1,048",142,619,254,17,8,7,1,-,-,BALAMBALA,Female,"1,144",61,644,255,24,5,7,1,145,,2
DADAAB,DADAAB,"20,883","1,370","12,075","4,523",408,109,145,"2,127",126,-,DADAAB,DADAAB,"25,675","1,327","13,959","5,233",769,343,131,20,"2,540",,749
DADAAB,Male,"12,354",709,"6,930","2,996",297,88,84,"1,173",77,-,DADAAB,Male,"15,538",754,"8,031","3,665",570,265,75,9,"1,364",,441
DADAAB,Female,"8,529",661,"5,145","1,527",111,21,61,954,49,-,DADAAB,Female,"10,137",573,"5,928","1,568",199,78,56,11,"1,176",,308
FAFI,FAFI,"15,237","1,214","8,702","3,592",201,70,95,"1,288",75,-,FAFI,FAFI,"18,945","1,117","9,964","4,033",360,91,89,5,"1,845",,"1,313"
FAFI,Male,"8,847",643,"4,838","2,362",136,57,58,703,50,-,FAFI,Male,"11,187",588,"5,632","2,795",277,71,53,3,969,,718
FAFI,Female,"6,389",571,"3,863","1,230",65,13,37,585,25,-,FAFI,Female,"7,756",529,"4,331","1,237",83,20,36,2,876,,595
GARISSA,GARISSA,"40,562","3,812","20,766","9,018","1,635","1,141",92,"3,849",248,1,GARISSA,GARISSA,"56,947","2,708","25,357","13,839","3,922","2,216",79,39,"6,195",,"1,842"
GARISSA,Male,"22,526","1,945","11,328","5,401",908,780,52,"1,974",138,-,GARISSA,Male,"32,463","1,425","13,966","8,504","2,336","1,635",45,22,"3,162",,951
GARISSA,Female,"18,033","1,867","9,437","3,616",727,360,40,"1,875",110,1,GARISSA,Female,"24,481","1,283","11,390","5,334","1,586",580,34,17,"3,033",,891
HULUGHO,HULUGHO,"19,993","2,334","10,449","3,289",262,117,106,"3,334",102,-,HULUGHO,HULUGHO,"22,386","1,155","11,051","3,554",377,122,100,16,"5,023",,743
HULUGHO,Male,"12,290","1,244","6,511","2,269",187,97,62,"1,855",65,-,HULUGHO,Male,"13,803",662,"6,876","2,437",277,101,59,9,"2,763",,457
HULUGHO,Female,"7,703","1,090","3,938","1,020",75,20,44,"1,479",37,-,HULUGHO,Female,"8,583",493,"4,175","1,117",100,21,41,7,"2,260",,286
IJARA,IJARA,"28,963","3,418","14,857","6,036",809,337,183,"2,973",350,-,IJARA,IJARA,"33,072","2,057","15,237","6,782","1,303",455,171,26,"4,906",,"1,463"
IJARA,Male,"17,366","1,749","8,620","4,146",566,267,112,"1,704",202,-,IJARA,Male,"20,104","1,155","9,008","4,651",926,367,101,13,"2,598",,847
IJARA,Female,"11,597","1,669","6,237","1,890",243,70,71,"1,269",148,-,IJARA,Female,"12,968",902,"6,229","2,131",377,88,70,13,"2,308",,616
LAGDERA,LAGDERA,"4,612",651,"2,807",774,100,47,37,169,27,-,LAGDERA,LAGDERA,"5,237",351,"2,907",872,110,47,36,1,729,,133
LAGDERA,Male,"2,414",297,"1,403",486,71,38,21,82,16,-,LAGDERA,Male,"2,805",153,"1,498",583,81,35,20,1,337,,67
LAGDERA,Female,"2,198",354,"1,404",288,29,9,16,87,11,-,LAGDERA,Female,"2,432",198,"1,409",289,29,12,16,-,392,,66
WAJIR,WAJIR,"132,610","15,024","78,024","26,173","3,262","1,278",496,"7,960",393,-,WAJIR,WAJIR,"151,956","9,832","81,117","28,081","5,567","2,128",403,39,"21,137",,"3,013"
WAJIR,Male,"75,637","7,713","43,283","16,413","2,151",973,292,"4,565",247,-,WAJIR,Male,"88,325","5,237","45,553","18,278","3,911","1,686",234,23,"11,228",,"1,745"
WAJIR,Female,"56,969","7,310","34,740","9,759","1,111",304,204,"3,395",146,-,WAJIR,Female,"63,627","4,595","35,562","9,803","1,656",441,169,16,"9,908",,"1,268"
BUNA,BUNA,"6,080",746,"3,310","1,270",163,56,32,483,20,-,BUNA,BUNA,"6,738",727,"3,241","1,227",194,67,31,1,808,,398
BUNA,Male,"3,410",399,"1,813",772,109,46,18,244,9,-,BUNA,Male,"3,843",375,"1,806",805,128,58,17,1,435,,199
BUNA,Female,"2,670",347,"1,497",498,54,10,14,239,11,-,BUNA,Female,"2,895",352,"1,435",422,66,9,14,-,373,,199
ELDAS,ELDAS,"14,237","1,812","8,662","2,530",279,86,66,756,46,-,ELDAS,ELDAS,"15,538",963,"8,956","2,304",379,88,64,6,"2,466",,221
ELDAS,Male,"7,706",873,"4,508","1,620",180,62,40,398,25,-,ELDAS,Male,"8,477",458,"4,737","1,519",266,65,39,2,"1,213",,116
ELDAS,Female,"6,531",939,"4,154",910,99,24,26,358,21,-,ELDAS,Female,"7,061",505,"4,219",785,113,23,25,4,"1,253",,105
HABASWEIN,HABASWEIN,"35,144","3,152","18,648","7,065",929,266,168,"4,779",137,-,HABASWEIN,HABASWEIN,"39,532","2,111","19,814","7,254","1,418",438,80,13,"6,966",,"1,310"
HABASWEIN,Male,"20,991","1,676","10,928","4,512",622,206,95,"2,865",87,-,HABASWEIN,Male,"23,862","1,162","11,710","4,730","1,015",360,42,8,"3,941",,803
HABASWEIN,Female,"14,153","1,476","7,720","2,553",307,60,73,"1,914",50,-,HABASWEIN,Female,"15,670",949,"8,104","2,524",403,78,38,5,"3,025",,507
TARBAJ,TARBAJ,"6,525",715,"4,163","1,351",131,36,19,104,6,-,TARBAJ,TARBAJ,"7,220",448,"4,376","1,284",162,52,17,1,827,,48
TARBAJ,Male,"3,311",325,"2,040",756,96,26,10,55,3,-,TARBAJ,Male,"3,749",213,"2,162",789,128,38,8,-,389,,20
TARBAJ,Female,"3,213",390,"2,122",595,35,10,9,49,3,-,TARBAJ,Female,"3,470",235,"2,213",495,34,14,9,1,438,,28
WAJIR EAST,WAJIR EAST,"25,940","2,628","15,285","5,936",901,479,55,579,77,-,WAJIR EAST,WAJIR EAST,"33,348","1,686","16,970","7,974","1,994",997,57,12,"2,870",,555
WAJIR EAST,Male,"14,536","1,357","8,284","3,576",564,370,34,302,49,-,WAJIR EAST,Male,"19,381",921,"9,277","5,030","1,357",792,35,8,"1,485",,318
WAJIR EAST,Female,"11,403","1,271","7,001","2,360",337,108,21,277,28,-,WAJIR EAST,Female,"13,966",765,"7,693","2,944",637,204,22,4,"1,385",,237
WAJIR NORTH,WAJIR NORTH,"9,690","1,559","6,111","1,482",197,133,28,169,11,-,WAJIR NORTH,WAJIR NORTH,"10,871",831,"5,946","1,709",384,157,27,-,"1,682",121,14
WAJIR NORTH,Male,"5,301",765,"3,252",928,139,109,20,81,7,-,WAJIR NORTH,Male,"6,104",428,"3,212","1,134",277,134,20,-,819,69,11
WAJIR NORTH,Female,"4,389",794,"2,859",554,58,24,8,88,4,-,WAJIR NORTH,Female,"4,767",403,"2,734",575,107,23,7,-,863,52,3
WAJIR SOUTH,WAJIR SOUTH,"15,891","2,328","10,287","2,698",309,71,74,85,39,-,WAJIR SOUTH,WAJIR SOUTH,"17,774","1,240","10,338","2,910",452,106,74,4,"2,552",41,57
WAJIR SOUTH,Male,"9,675","1,283","6,183","1,821",207,56,46,53,26,-,WAJIR SOUTH,Male,"10,950",719,"6,268","2,013",327,87,45,3,"1,425",26,37
WAJIR SOUTH,Female,"6,215","1,044","4,104",877,102,15,28,32,13,-,WAJIR SOUTH,Female,"6,823",521,"4,070",897,125,19,29,1,"1,126",15,20
WAJIR WEST,WAJIR WEST,"19,103","2,084","11,558","3,841",353,151,54,"1,005",57,-,WAJIR WEST,WAJIR WEST,"20,935","1,826","11,476","3,419",584,223,53,2,"2,966",319,67
WAJIR WEST,Male,"10,707","1,035","6,275","2,428",234,98,29,567,41,-,WAJIR WEST,Male,"11,959",961,"6,381","2,258",413,152,28,1,"1,521",194,50
WAJIR WEST,Female,"8,395","1,049","5,283","1,412",119,53,25,438,16,-,WAJIR WEST,Female,"8,975",865,"5,094","1,161",171,71,25,1,"1,445",125,17
MANDERA,MANDERA,"168,647","19,891","103,594","30,687","3,154","1,185",575,"8,826",734,1,MANDERA,MANDERA,"197,490","14,953","106,776","35,659","5,592","2,183",536,64,"26,231","4,298","1,198"
MANDERA,Male,"90,664","9,454","54,328","18,779","2,111",907,307,"4,423",354,1,MANDERA,Male,"109,059","7,518","57,003","22,983","3,948","1,765",280,34,"12,669","2,193",666
MANDERA,Female,"77,980","10,437","49,264","11,907","1,043",278,268,"4,403",380,-,MANDERA,Female,"88,428","7,435","49,771","12,675","1,644",418,256,30,"13,562","2,105",532
,,-,,,,0,,,,,-,,,,,,,,,,,,,
MANDERA WEST,MANDERA WEST,"22,717","4,088","14,151","3,366",311,103,61,603,34,-,MANDERA WEST,MANDERA WEST,"24,818","1,905","13,844","3,387",481,175,55,6,"4,653",244,68
MANDERA WEST,Male,"11,917","1,901","7,309","2,053",220,79,31,308,16,-,MANDERA WEST,Male,"13,284",968,"7,258","2,170",352,152,28,4,"2,200",119,33
MANDERA WEST,Female,"10,800","2,187","6,842","1,313",91,24,30,295,18,-,MANDERA WEST,Female,"11,534",937,"6,586","1,217",129,23,27,2,"2,453",125,35
BANISA,BANISA,"20,564","3,279","12,661","3,060",317,74,147,852,174,-,BANISA,BANISA,"22,704","2,524","11,774","3,007",604,116,142,3,"4,136",273,125
BANISA,Male,"11,647","1,659","7,048","2,030",213,60,70,485,82,-,BANISA,Male,"13,086","1,330","6,734","2,042",439,96,69,2,"2,132",168,74
BANISA,Female,"8,916","1,620","5,612","1,030",104,14,77,367,92,-,BANISA,Female,"9,617","1,194","5,039",965,165,20,73,1,"2,004",105,51
KOTULO,KOTULO,"16,578","1,848","10,175","3,047",370,133,36,916,53,-,KOTULO,KOTULO,"18,807","1,356","10,283","3,284",567,170,29,8,"2,577",463,70
KOTULO,Male,"8,797",832,"5,198","1,924",273,99,21,421,29,-,KOTULO,Male,"10,129",646,"5,347","2,122",413,137,15,3,"1,189",220,37
KOTULO,Female,"7,780","1,016","4,976","1,123",97,34,15,495,24,-,KOTULO,Female,"8,677",710,"4,935","1,162",154,33,14,5,"1,388",243,33
LAFEY,LAFEY,"12,181","1,156","6,628","2,694",221,115,102,"1,201",64,-,LAFEY,LAFEY,"13,505",963,"6,781","2,819",264,88,94,18,"1,768",556,154
LAFEY,Male,"6,112",525,"3,171","1,497",142,80,63,607,27,-,LAFEY,Male,"6,945",463,"3,288","1,679",181,62,58,10,816,307,81
LAFEY,Female,"6,069",631,"3,457","1,197",79,35,39,594,37,-,LAFEY,Female,"6,560",500,"3,493","1,140",83,26,36,8,952,249,73
MANDERA CENTRAL,MANDERA CENTRAL,"34,878","3,593","20,996","6,353",694,157,82,"2,796",206,1,MANDERA CENTRAL,MANDERA CENTRAL,"40,307","3,147","21,812","6,711","1,067",283,80,14,"5,223","1,530",440
MANDERA CENTRAL,Male,"16,936","1,494","9,888","3,577",434,124,42,"1,284",92,1,MANDERA CENTRAL,Male,"20,137","1,394","10,487","4,063",741,228,39,8,"2,239",707,231
MANDERA CENTRAL,Female,"17,941","2,099","11,108","2,775",260,33,40,"1,512",114,-,MANDERA CENTRAL,Female,"20,169","1,753","11,325","2,647",326,55,41,6,"2,984",823,209
MANDERA EAST,MANDERA EAST,"36,560","3,065","22,161","7,846",904,504,77,"1,873",130,-,MANDERA EAST,MANDERA EAST,"48,557","3,180","25,040","11,445","1,943","1,123",75,8,"4,534",972,237
MANDERA EAST,Male,"20,910","1,592","12,244","4,990",588,381,49,996,70,-,MANDERA EAST,Male,"28,744","1,696","14,063","7,672","1,322",896,45,4,"2,387",511,148
MANDERA EAST,Female,"15,650","1,473","9,917","2,856",316,123,28,877,60,-,MANDERA EAST,Female,"19,813","1,484","10,977","3,773",621,227,30,4,"2,147",461,89
MANDERA NORTH,MANDERA NORTH,"25,169","2,862","16,822","4,321",337,99,70,585,73,-,MANDERA NORTH,MANDERA NORTH,"28,792","1,878","17,242","5,006",666,228,61,7,"3,340",260,104
MANDERA NORTH,Male,"14,345","1,451","9,470","2,708",241,84,31,322,38,-,MANDERA NORTH,Male,"16,734","1,021","9,826","3,235",500,194,26,3,"1,706",161,62
MANDERA NORTH,Female,"10,824","1,411","7,352","1,613",96,15,39,263,35,-,MANDERA NORTH,Female,"12,058",857,"7,416","1,771",166,34,35,4,"1,634",99,42
MARSABIT,MARSABIT,"108,132","20,071","66,742","16,410","2,229","1,690",171,631,188,-,MARSABIT,MARSABIT,"146,569","11,626","76,626","26,097","6,340","3,746",153,9,"20,702",860,410
MARSABIT,Male,"55,636","10,004","33,476","9,281","1,239","1,115",95,314,112,-,MARSABIT,Male,"78,922","5,840","39,419","16,022","3,746","2,744",93,4,"10,336",490,228
MARSABIT,Female,"52,492","10,067","33,263","7,128",990,575,76,317,76,-,MARSABIT,Female,"67,643","5,785","37,205","10,074","2,594","1,002",60,5,"10,366",370,182
,,-,,,,0,,,,,-,,,,,,,,,,,,15,12
LOIYANGALANI,LOIYANGALANI,"6,673","1,351","4,170",924,125,75,14,-,14,-,LOIYANGALANI,LOIYANGALANI,"8,271",785,"4,396","1,207",328,141,13,-,"1,374",13,3
LOIYANGALANI,Male,"3,177",612,"1,869",533,87,62,6,-,8,-,LOIYANGALANI,Male,"4,155",349,"2,047",777,220,118,5,-,623,2,9
LOIYANGALANI,Female,"3,495",739,"2,300",391,38,13,8,-,6,-,LOIYANGALANI,Female,"4,115",435,"2,349",430,108,23,8,-,751,171,56
MARSABIT CENTRAL,MARSABIT CENTRAL,"27,959","4,809","16,940","4,728",700,662,28,15,77,-,MARSABIT CENTRAL,MARSABIT CENTRAL,"43,011","3,226","21,631","8,704","2,472","1,798",26,5,"4,922",103,31
MARSABIT CENTRAL,Male,"14,078","2,422","8,355","2,484",342,413,15,5,42,-,MARSABIT CENTRAL,Male,"22,802","1,650","11,006","4,967","1,286","1,254",14,3,"2,488",68,25
MARSABIT CENTRAL,Female,"13,879","2,387","8,584","2,243",358,249,13,10,35,-,MARSABIT CENTRAL,Female,"20,207","1,576","10,624","3,736","1,186",544,12,2,"2,434",25,28
MARSABIT NORTH,MARSABIT NORTH,"10,319","1,795","6,431","1,607",256,176,22,18,14,-,MARSABIT NORTH,MARSABIT NORTH,"12,276","1,450","6,346","1,813",499,240,22,-,"1,853",16,23
MARSABIT NORTH,Male,"5,133",883,"3,040",907,132,135,12,14,10,-,MARSABIT NORTH,Male,"6,375",720,"3,091","1,096",306,198,12,-,913,9,5
MARSABIT NORTH,Female,"5,186",912,"3,391",700,124,41,10,4,4,-,MARSABIT NORTH,Female,"5,901",730,"3,255",717,193,42,10,-,940,47,29
MARSABIT SOUTH,MARSABIT SOUTH,"11,620","2,390","7,043","1,707",281,153,32,-,14,-,MARSABIT SOUTH,MARSABIT SOUTH,"14,999","1,033","7,758","2,646",688,357,18,-,"2,423",21,18
MARSABIT SOUTH,Male,"5,659","1,085","3,249","1,006",190,113,8,-,8,-,MARSABIT SOUTH,Male,"7,702",500,"3,605","1,708",459,285,8,-,"1,098",26,11
MARSABIT SOUTH,Female,"5,961","1,305","3,794",701,91,40,24,-,6,-,MARSABIT SOUTH,Female,"7,297",533,"4,153",938,229,72,10,-,"1,325",542,54
MOYALE,MOYALE,"32,258","5,902","20,081","4,708",463,440,29,593,42,-,MOYALE,MOYALE,"43,034","3,167","23,378","7,477","1,340",837,27,4,"6,208",294,37
MOYALE,Male,"17,428","3,072","10,738","2,770",244,266,18,292,28,-,MOYALE,Male,"24,024","1,620","12,705","4,726",799,597,17,1,"3,228",248,17
MOYALE,Female,"14,830","2,830","9,343","1,938",219,174,11,301,14,-,MOYALE,Female,"19,010","1,547","10,673","2,751",541,240,10,3,"2,980",33,196
NORTH HORR,NORTH HORR,"6,587","1,253","3,841","1,102",259,99,17,1,15,-,NORTH HORR,NORTH HORR,"8,597",708,"4,092","1,608",485,161,18,-,"1,296",24,98
NORTH HORR,Male,"3,481",633,"1,991",622,151,62,14,-,8,-,NORTH HORR,Male,"4,886",357,"2,238","1,054",321,121,15,-,658,9,98
NORTH HORR,Female,"3,105",620,"1,849",480,108,37,3,1,7,-,NORTH HORR,Female,"3,710",351,"1,853",554,164,40,3,-,638,27,35
SOLOLO,SOLOLO,"12,716","2,571","8,236","1,634",145,85,29,4,12,-,SOLOLO,SOLOLO,"16,381","1,257","9,025","2,642",528,212,29,-,"2,626",19,18
SOLOLO,Male,"6,680","1,297","4,234",959,93,64,22,3,8,-,SOLOLO,Male,"8,978",644,"4,727","1,694",355,171,22,-,"1,328",8,17
SOLOLO,Female,"6,036","1,274","4,002",675,52,21,7,1,4,-,SOLOLO,Female,"7,403",613,"4,298",948,173,41,7,-,"1,298",721,140
ISIOLO,ISIOLO,"79,881","16,843","46,541","12,570","1,625","1,152",86,957,107,-,ISIOLO,ISIOLO,"129,220","6,956","64,634","28,532","7,110","3,378",79,11,"17,659",461,85
ISIOLO,Male,"40,960","8,576","23,387","6,792",801,721,45,577,61,-,ISIOLO,Male,"68,403","3,509","32,520","16,689","3,746","2,313",45,5,"9,030",260,55
ISIOLO,Female,"38,920","8,266","23,154","5,778",824,431,41,380,46,-,ISIOLO,Female,"60,816","3,447","32,114","11,843","3,364","1,065",34,6,"8,628",341,39
GARBATULLA,GARBATULLA,"25,147","4,699","15,813","3,456",278,134,41,695,31,-,GARBATULLA,GARBATULLA,"34,291","2,345","19,014","6,124",786,336,42,3,"5,261",214,24
GARBATULLA,Male,"13,233","2,392","8,109","2,054",153,101,24,383,17,-,GARBATULLA,Male,"18,837","1,197","10,015","3,893",507,261,24,1,"2,701",127,15
GARBATULLA,Female,"11,914","2,307","7,704","1,402",125,33,17,312,14,-,GARBATULLA,Female,"15,454","1,148","8,999","2,231",279,75,18,2,"2,560",284,76
ISIOLO,ISIOLO,"41,522","9,066","22,886","7,259","1,143",924,41,144,59,-,ISIOLO,ISIOLO,"77,157","3,555","35,917","19,451","5,737","2,869",33,7,"9,228",171,44
ISIOLO,Male,"21,157","4,639","11,582","3,708",534,549,19,95,31,-,ISIOLO,Male,"40,237","1,807","17,768","10,951","2,840","1,908",19,3,"4,726",113,32
ISIOLO,Female,"20,365","4,427","11,304","3,551",609,375,22,49,28,-,ISIOLO,Female,"36,920","1,748","18,149","8,500","2,897",961,14,4,"4,502",96,25
MERTI,MERTI,"13,212","3,078","7,842","1,855",204,94,4,118,17,-,MERTI,MERTI,"17,772","1,056","9,703","2,957",587,173,4,1,"3,170",76,17
MERTI,Male,"6,570","1,545","3,696","1,030",114,71,2,99,13,-,MERTI,Male,"9,329",505,"4,737","1,845",399,144,2,1,"1,603",20,8
MERTI,Female,"6,641","1,532","4,146",825,90,23,2,19,4,-,MERTI,Female,"8,442",551,"4,966","1,112",188,29,2,-,"1,566","3,914","2,090"
MERU,MERU,"554,475","96,507","324,028","108,293","12,925","10,663",672,9,"1,378",-,MERU,MERU,"1,216,440","71,556","692,007","249,032","69,276","27,083",590,4,"100,888","2,124","1,189"
MERU,Male,"277,202","49,445","163,464","51,059","5,969","6,203",344,4,714,-,MERU,Male,"610,726","37,142","348,390","121,371","32,703","15,737",312,2,"51,756","1,789",901
MERU,Female,"277,259","47,061","160,555","57,232","6,956","4,459",327,5,664,-,MERU,Female,"605,685","34,413","343,598","127,656","36,573","11,345",277,2,"49,131",225,94
BUURI EAST,BUURI EAST,"25,158","3,766","14,067","5,867",826,548,26,1,57,-,BUURI EAST,BUURI EAST,"64,905","2,983","36,269","15,698","4,393","1,346",19,2,"3,876",110,53
BUURI EAST,Male,"12,796","1,954","7,238","2,883",383,296,6,-,36,-,BUURI EAST,Male,"32,790","1,557","18,653","7,521","2,119",761,7,-,"2,009",115,41
BUURI EAST,Female,"12,362","1,812","6,829","2,984",443,252,20,1,21,-,BUURI EAST,Female,"32,115","1,426","17,616","8,177","2,274",585,12,2,"1,867",157,53
BUURI WEST,BUURI WEST,"26,396","4,333","14,835","6,027",639,471,41,2,48,-,BUURI WEST,BUURI WEST,"68,643","3,032","37,450","18,627","3,664","1,228",21,1,"4,410",69,38
BUURI WEST,Male,"13,326","2,188","7,618","2,896",317,263,14,2,28,-,BUURI WEST,Male,"34,638","1,582","19,099","9,136","1,778",694,12,1,"2,229",88,15
BUURI WEST,Female,"13,070","2,145","7,217","3,131",322,208,27,-,20,-,BUURI WEST,Female,"34,003","1,450","18,349","9,491","1,886",534,9,-,"2,181",432,281
IGEMBE CENTRAL,IGEMBE CENTRAL,"84,771","16,877","51,372","14,098","1,136",960,123,-,205,-,IGEMBE CENTRAL,IGEMBE CENTRAL,"159,847","12,820","98,742","22,996","4,980","1,806",114,-,"17,676",234,167
IGEMBE CENTRAL,Male,"42,142","8,610","25,847","6,463",499,559,66,-,98,-,IGEMBE CENTRAL,Male,"80,629","6,682","49,833","11,276","2,267","1,072",62,-,"9,036",198,114
IGEMBE CENTRAL,Female,"42,628","8,267","25,525","7,635",637,400,57,-,107,-,IGEMBE CENTRAL,Female,"79,215","6,138","48,907","11,720","2,713",733,52,-,"8,640",512,224
IGEMBE NORTH,IGEMBE NORTH,"66,151","11,634","41,869","10,712",934,665,114,1,222,-,IGEMBE NORTH,IGEMBE NORTH,"113,067","8,870","68,825","16,826","3,994","1,394",113,-,"12,309",259,121
IGEMBE NORTH,Male,"32,652","5,993","20,823","4,875",374,417,62,-,108,-,IGEMBE NORTH,Male,"56,380","4,611","34,172","8,111","1,796",884,60,-,"6,366",252,103
IGEMBE NORTH,Female,"33,496","5,641","21,044","5,836",560,248,52,1,114,-,IGEMBE NORTH,Female,"56,684","4,259","34,652","8,714","2,198",510,53,-,"5,943",300,486
IGEMBE SOUTH,IGEMBE SOUTH,"56,443","12,019","33,464","8,998",933,743,124,-,162,-,IGEMBE SOUTH,IGEMBE SOUTH,"120,462","8,352","71,398","19,683","5,437","2,100",122,-,"12,584",168,273
IGEMBE SOUTH,Male,"27,641","6,191","16,486","3,986",401,433,70,-,74,-,IGEMBE SOUTH,Male,"59,789","4,392","35,274","9,391","2,446","1,280",70,-,"6,495",132,213
IGEMBE SOUTH,Female,"28,799","5,828","16,975","5,012",532,310,54,-,88,-,IGEMBE SOUTH,Female,"60,668","3,960","36,119","10,292","2,991",820,52,-,"6,089",501,165
IMENTI NORTH,IMENTI NORTH,"55,511","9,767","28,168","12,046","2,942","2,417",35,1,135,-,IMENTI NORTH,IMENTI NORTH,"151,474","5,082","70,732","41,880","15,816","7,275",20,1,"10,002",284,95
IMENTI NORTH,Male,"27,661","4,957","14,211","5,747","1,352","1,309",18,1,66,-,IMENTI NORTH,Male,"75,696","2,601","36,043","20,320","7,194","4,083",6,1,"5,069",217,70
